File ID,digit_label,intonation
0007025.wav,3,question
0007026.wav,9,neutral
0007027.wav,2,bored
0007030.wav,8,neutral
0007034.wav,9,question
0007036.wav,2,neutral
0007037.wav,8,neutral
0007042.wav,9,question
0007043.wav,2,bored
0007045.wav,5,neutral
0007047.wav,3,neutral
0007050.wav,0,question
0007053.wav,6,neutral
0007054.wav,8,bored
0007056.wav,7,neutral
0007058.wav,4,excited
0007059.wav,4,question
0007060.wav,5,question
0007061.wav,9,excited
0007064.wav,7,excited
0007067.wav,1,question
0007068.wav,2,neutral
0007073.wav,6,neutral
0007075.wav,3,excited
0007076.wav,3,excited
0007077.wav,8,bored
0007081.wav,5,excited
0007082.wav,1,neutral
0007084.wav,5,bored
0007087.wav,1,neutral
0007089.wav,4,bored
0007097.wav,0,bored
0007100.wav,7,bored
0007101.wav,8,excited
0007102.wav,4,question
0007107.wav,2,question
0007109.wav,6,bored
0007112.wav,9,excited
0007113.wav,1,bored
0007115.wav,1,neutral
0007116.wav,0,neutral
0007117.wav,0,bored
0007121.wav,1,excited
0007122.wav,0,bored
0007128.wav,4,bored
0007129.wav,5,bored
0007131.wav,4,excited
0007132.wav,2,excited
0007134.wav,9,bored
0007138.wav,1,neutral
0007143.wav,5,bored
0007145.wav,6,excited
0007149.wav,9,bored
0007151.wav,5,bored
0007152.wav,5,excited
0007153.wav,9,bored
0007155.wav,1,neutral
0007156.wav,4,neutral
0007159.wav,7,bored
0007160.wav,4,excited
0007162.wav,5,bored
0007163.wav,8,question
0007164.wav,9,neutral
0007172.wav,3,bored
0007173.wav,9,neutral
0007190.wav,8,bored
0007191.wav,6,bored
0007194.wav,4,bored
0007196.wav,8,bored
0007197.wav,2,question
0007199.wav,8,excited
0007204.wav,7,excited
0007205.wav,6,neutral
0007213.wav,1,neutral
0007215.wav,8,bored
0007216.wav,2,neutral
0007217.wav,6,neutral
0007218.wav,8,excited
0007221.wav,4,question
0007222.wav,0,question
0007224.wav,8,bored
0007229.wav,9,excited
0007232.wav,9,neutral
0007234.wav,5,excited
0007235.wav,8,excited
0007239.wav,6,question
0007240.wav,7,excited
0007242.wav,6,question
0007243.wav,8,bored
0007248.wav,5,excited
0007250.wav,7,neutral
0007265.wav,9,question
0007268.wav,8,excited
0007273.wav,4,neutral
0007276.wav,6,neutral
0007277.wav,0,excited
0007278.wav,4,neutral
0007279.wav,1,bored
0007283.wav,7,neutral
0007284.wav,8,question
0007287.wav,6,question
0007288.wav,5,neutral
0007291.wav,7,question
0007294.wav,4,excited
0007296.wav,9,excited
0007297.wav,8,neutral
0007298.wav,6,question
0007299.wav,5,question
0007300.wav,4,excited
0007302.wav,0,bored
0007304.wav,8,bored
0007308.wav,1,question
0007309.wav,0,bored
0007310.wav,6,neutral
0007312.wav,8,question
0007316.wav,3,neutral
0007317.wav,7,bored
0007318.wav,3,neutral
0007321.wav,0,neutral
0007334.wav,6,excited
0007340.wav,2,excited
0007344.wav,6,excited
0007345.wav,1,neutral
0007346.wav,4,question
0007348.wav,9,neutral
0007352.wav,8,neutral
0007353.wav,8,bored
0007354.wav,7,bored
0007355.wav,8,neutral
0007357.wav,6,question
0007358.wav,3,question
0007362.wav,3,question
0007364.wav,9,neutral
0007366.wav,3,question
0007367.wav,3,neutral
0007368.wav,9,bored
0007371.wav,7,question
0007377.wav,8,excited
0007380.wav,1,neutral
0007381.wav,2,bored
0007382.wav,4,question
0007383.wav,2,excited
0007395.wav,2,excited
0007397.wav,0,question
0007398.wav,7,bored
0007407.wav,4,neutral
0007408.wav,0,bored
0007410.wav,0,question
0007411.wav,0,question
0007414.wav,4,bored
0007418.wav,1,excited
0007425.wav,9,excited
0007426.wav,0,excited
0007429.wav,8,excited
0007431.wav,2,bored
0007438.wav,5,neutral
0007440.wav,9,bored
0007442.wav,4,bored
0007443.wav,1,excited
0007444.wav,0,question
0007445.wav,4,bored
0007447.wav,1,neutral
0007448.wav,8,bored
0007449.wav,3,bored
0007459.wav,8,neutral
0007462.wav,1,excited
0007463.wav,0,bored
0007470.wav,1,bored
0007479.wav,3,question
0007484.wav,6,question
0007491.wav,5,neutral
0007499.wav,9,question
0007506.wav,1,neutral
0007508.wav,4,question
0007517.wav,5,question
0007518.wav,0,neutral
0007526.wav,1,question
0007529.wav,6,neutral
0007530.wav,0,neutral
0007535.wav,2,bored
0007537.wav,1,neutral
0007544.wav,5,bored
0007545.wav,8,bored
0007550.wav,5,bored
0007553.wav,7,excited
0007555.wav,6,question
0007556.wav,1,question
0007559.wav,1,excited
0007562.wav,0,excited
0007564.wav,4,neutral
0007569.wav,3,question
0007570.wav,1,question
0007571.wav,4,neutral
0007573.wav,3,excited
0007579.wav,1,excited
0007583.wav,1,excited
0007584.wav,7,neutral
0007588.wav,9,excited
0007591.wav,5,excited
0007592.wav,2,excited
0007594.wav,3,question
0007601.wav,5,neutral
0007610.wav,9,neutral
0007611.wav,6,neutral
0007613.wav,9,question
0007615.wav,6,excited
0007616.wav,5,neutral
0007620.wav,1,question
0007621.wav,6,bored
0007625.wav,0,excited
0007628.wav,4,question
0007630.wav,2,question
0007636.wav,2,question
0007638.wav,2,excited
0007641.wav,6,question
0007644.wav,9,neutral
0007647.wav,4,bored
0007648.wav,7,excited
0007654.wav,5,neutral
0007655.wav,4,bored
0007664.wav,4,question
0007666.wav,6,excited
0007669.wav,4,neutral
0007674.wav,1,excited
0007675.wav,0,bored
0007676.wav,5,question
0007677.wav,6,excited
0007680.wav,4,question
0007682.wav,3,excited
0007683.wav,0,excited
0007684.wav,5,excited
0007685.wav,3,neutral
0007688.wav,8,bored
0007693.wav,0,question
0007696.wav,3,neutral
0007717.wav,3,excited
0007724.wav,6,question
0007732.wav,8,question
0007742.wav,6,question
0007748.wav,3,bored
0007751.wav,1,excited
0007759.wav,1,excited
0007770.wav,3,excited
0007776.wav,7,question
0007779.wav,8,question
0007781.wav,3,neutral
0007783.wav,0,question
0007788.wav,1,neutral
0007790.wav,3,excited
0007792.wav,2,excited
0007793.wav,4,excited
0007795.wav,9,excited
0007796.wav,8,question
0007800.wav,5,question
0007803.wav,5,bored
0007805.wav,1,bored
0007820.wav,9,neutral
0007821.wav,0,excited
0007830.wav,8,bored
0007832.wav,3,neutral
0007840.wav,8,neutral
0007841.wav,4,bored
0007844.wav,8,bored
0007845.wav,5,bored
0007850.wav,6,excited
0007853.wav,2,excited
0007854.wav,9,bored
0007861.wav,3,neutral
0007862.wav,4,bored
0007867.wav,3,bored
0007871.wav,7,question
0007874.wav,6,neutral
0007877.wav,3,question
0007885.wav,2,bored
0007888.wav,4,neutral
0007891.wav,0,question
0007903.wav,0,question
0007904.wav,2,excited
0007905.wav,2,neutral
0007907.wav,6,question
0007911.wav,1,question
0007913.wav,4,neutral
0007914.wav,6,bored
0007916.wav,3,neutral
0007936.wav,2,neutral
0007937.wav,5,neutral
0007940.wav,7,question
0007941.wav,0,bored
0007943.wav,5,question
0007948.wav,5,excited
0007949.wav,3,question
0007950.wav,3,neutral
0007954.wav,2,question
0007955.wav,3,neutral
0007956.wav,8,excited
0007957.wav,3,neutral
0007961.wav,3,excited
0007963.wav,2,bored
0007968.wav,8,bored
0007969.wav,4,neutral
0007970.wav,4,question
0007971.wav,0,neutral
0007974.wav,5,bored
0007976.wav,8,bored
0007978.wav,1,bored
0007979.wav,0,excited
0007981.wav,9,excited
0007982.wav,3,question
0007983.wav,0,neutral
0007992.wav,7,neutral
0007993.wav,3,bored
0007996.wav,3,neutral
0007997.wav,5,excited
0007998.wav,0,bored
0008011.wav,3,neutral
0008013.wav,2,question
0008014.wav,3,neutral
0008016.wav,7,excited
0008017.wav,4,question
0008018.wav,6,excited
0008024.wav,8,neutral
0008026.wav,7,bored
0008033.wav,8,excited
0008034.wav,0,bored
0008039.wav,9,question
0008041.wav,0,neutral
0008044.wav,4,excited
0008045.wav,7,question
0008050.wav,5,neutral
0008052.wav,4,excited
0008053.wav,8,excited
0008059.wav,1,bored
0008065.wav,9,excited
0008069.wav,7,question
0008070.wav,4,neutral
0008074.wav,8,question
0008078.wav,2,question
0008082.wav,6,excited
0008084.wav,4,bored
0008087.wav,5,neutral
0008089.wav,5,question
0008090.wav,2,bored
0008094.wav,3,excited
0008096.wav,9,neutral
0008098.wav,0,excited
0008099.wav,0,neutral
0008100.wav,9,bored
0008101.wav,0,neutral
0008106.wav,5,excited
0008107.wav,6,bored
0008109.wav,5,bored
0008113.wav,8,neutral
0008117.wav,0,question
0008125.wav,1,bored
0008130.wav,8,neutral
0008131.wav,6,bored
0008137.wav,8,excited
0008139.wav,1,bored
0008141.wav,8,neutral
0008150.wav,4,question
0008156.wav,8,bored
0008161.wav,9,excited
0008163.wav,2,excited
0008164.wav,7,neutral
0008169.wav,4,excited
0008173.wav,4,excited
0008175.wav,2,excited
0008179.wav,2,question
0008183.wav,8,question
0008186.wav,5,question
0008190.wav,5,question
0008191.wav,5,bored
0008197.wav,1,excited
0008204.wav,6,question
0008208.wav,4,bored
0008210.wav,3,bored
0008212.wav,2,question
0008214.wav,0,question
0008219.wav,8,neutral
0008220.wav,0,neutral
0008221.wav,8,neutral
0008224.wav,7,question
0008226.wav,7,neutral
0008228.wav,2,bored
0008233.wav,0,excited
0008235.wav,1,excited
0008236.wav,8,neutral
0008240.wav,7,bored
0008241.wav,8,excited
0008246.wav,9,question
0008247.wav,9,bored
0008248.wav,5,neutral
0008250.wav,2,question
0008252.wav,7,excited
0008255.wav,0,bored
0008256.wav,2,neutral
0008262.wav,0,neutral
0008266.wav,8,bored
0008270.wav,3,question
0008272.wav,9,excited
0008273.wav,6,excited
0008277.wav,6,excited
0008278.wav,3,excited
0008282.wav,2,bored
0008283.wav,8,bored
0008289.wav,2,bored
0008290.wav,7,excited
0008291.wav,5,bored
0008295.wav,5,bored
0008297.wav,4,excited
0008304.wav,2,excited
0008308.wav,0,question
0008311.wav,1,neutral
0008313.wav,3,question
0008317.wav,2,bored
0008321.wav,0,excited
0008322.wav,7,excited
0008324.wav,3,bored
0008328.wav,3,excited
0008331.wav,0,question
0008333.wav,4,bored
0008335.wav,9,neutral
0008339.wav,2,excited
0008340.wav,2,bored
0008341.wav,5,excited
0008342.wav,8,bored
0008344.wav,2,excited
0008345.wav,0,bored
0008349.wav,3,neutral
0008353.wav,2,bored
0008355.wav,5,neutral
0008359.wav,3,excited
0008363.wav,1,neutral
0008365.wav,4,neutral
0008366.wav,3,excited
0008369.wav,0,excited
0008370.wav,3,question
0008372.wav,4,bored
0008375.wav,0,bored
0008379.wav,6,question
0008381.wav,7,bored
0008386.wav,9,excited
0008388.wav,5,question
0008389.wav,9,bored
0008392.wav,4,excited
0008399.wav,9,question
0008400.wav,5,bored
0008401.wav,0,bored
0008406.wav,2,bored
0008411.wav,2,question
0008414.wav,2,neutral
0008415.wav,2,question
0008416.wav,0,bored
0008420.wav,4,excited
0008422.wav,5,neutral
0008423.wav,6,excited
0008429.wav,8,question
0008431.wav,7,excited
0008433.wav,0,question
0008434.wav,1,neutral
0008438.wav,2,bored
0008439.wav,7,neutral
0008440.wav,2,bored
0008441.wav,8,neutral
0008443.wav,1,bored
0008447.wav,6,neutral
0008449.wav,4,bored
0008451.wav,5,question
0008453.wav,9,bored
0008454.wav,1,bored
0008459.wav,2,question
0008463.wav,0,bored
0008465.wav,7,bored
0008467.wav,7,question
0008469.wav,5,excited
0008477.wav,7,question
0008485.wav,7,bored
0008487.wav,9,excited
0008488.wav,9,excited
0008493.wav,9,neutral
0008496.wav,9,bored
0008502.wav,9,question
0008510.wav,3,neutral
0008512.wav,8,bored
0008513.wav,2,neutral
0008515.wav,0,question
0008521.wav,4,excited
0008523.wav,1,bored
0008525.wav,4,excited
0008526.wav,1,question
0008530.wav,4,excited
0008533.wav,1,question
0008534.wav,8,excited
0008536.wav,0,bored
0008539.wav,6,excited
0008547.wav,3,question
0008550.wav,1,neutral
0008553.wav,0,excited
0008554.wav,4,bored
0008557.wav,0,bored
0008558.wav,9,question
0008559.wav,2,question
0008561.wav,9,bored
0008565.wav,3,excited
0008569.wav,3,neutral
0008572.wav,6,question
0008574.wav,4,excited
0008575.wav,3,question
0008578.wav,8,bored
0008579.wav,9,bored
0008582.wav,4,excited
0008589.wav,8,neutral
0008590.wav,2,excited
0008591.wav,4,neutral
0008592.wav,8,neutral
0008593.wav,6,bored
0008596.wav,7,bored
0008597.wav,1,bored
0008609.wav,5,bored
0008618.wav,4,excited
0008626.wav,0,excited
0008627.wav,4,question
0008628.wav,3,neutral
0008632.wav,4,bored
0008634.wav,2,neutral
0008640.wav,9,neutral
0008642.wav,8,neutral
0008643.wav,2,neutral
0008646.wav,6,question
0008647.wav,0,bored
0008649.wav,1,neutral
0008657.wav,0,question
0008662.wav,1,neutral
0008664.wav,3,question
0008666.wav,8,question
0008667.wav,2,question
0008671.wav,9,excited
0008677.wav,2,excited
0008678.wav,7,question
0008682.wav,8,neutral
0008683.wav,6,question
0008685.wav,2,question
0008687.wav,1,excited
0008688.wav,5,excited
0008693.wav,9,excited
0008695.wav,5,bored
0008696.wav,9,excited
0008704.wav,9,bored
0008707.wav,7,bored
0008709.wav,6,excited
0008710.wav,5,neutral
0008712.wav,8,question
0008713.wav,2,bored
0008717.wav,7,excited
0008720.wav,3,neutral
0008721.wav,1,excited
0008722.wav,8,neutral
0008724.wav,6,neutral
0008730.wav,8,bored
0008738.wav,3,bored
0008741.wav,7,question
0008747.wav,8,question
0008748.wav,0,neutral
0008754.wav,9,neutral
0008761.wav,0,neutral
0008765.wav,4,neutral
0008770.wav,8,bored
0008774.wav,6,question
0008776.wav,9,excited
0008782.wav,7,question
0008783.wav,2,bored
0008788.wav,5,question
0008792.wav,1,neutral
0008795.wav,3,excited
0008796.wav,2,excited
0008797.wav,5,neutral
0008799.wav,0,neutral
0008800.wav,0,bored
0008801.wav,7,bored
0008804.wav,7,question
0008805.wav,9,neutral
0008807.wav,7,excited
0008808.wav,5,excited
0008809.wav,1,bored
0008811.wav,8,bored
0008813.wav,7,neutral
0008819.wav,4,excited
0008822.wav,7,neutral
0008831.wav,5,question
0008832.wav,5,excited
0008833.wav,5,question
0008834.wav,9,neutral
0008835.wav,0,neutral
0008839.wav,2,bored
0008840.wav,2,bored
0008844.wav,1,neutral
0008845.wav,1,excited
0008848.wav,6,excited
0008852.wav,3,bored
0008853.wav,1,excited
0008854.wav,0,bored
0008855.wav,2,excited
0008858.wav,4,neutral
0008860.wav,8,excited
0008862.wav,1,bored
0008864.wav,8,question
0008865.wav,5,excited
0008866.wav,8,neutral
0008867.wav,9,neutral
0008873.wav,4,bored
0008874.wav,9,neutral
0008880.wav,1,bored
0008882.wav,7,excited
0008884.wav,8,question
0008886.wav,3,question
0008887.wav,1,neutral
0008890.wav,1,neutral
0008896.wav,4,neutral
0008897.wav,6,excited
0008900.wav,7,bored
0008908.wav,6,bored
0008911.wav,0,excited
0008912.wav,3,neutral
0008915.wav,0,excited
0008916.wav,0,bored
0008919.wav,3,neutral
0008922.wav,9,question
0008923.wav,3,question
0008924.wav,5,question
0008928.wav,0,excited
0008934.wav,8,question
0008938.wav,4,question
0008940.wav,3,bored
0008951.wav,1,question
0008954.wav,2,bored
0008959.wav,0,excited
0008964.wav,0,question
0008965.wav,3,bored
0008968.wav,8,neutral
0008969.wav,2,bored
0008970.wav,5,bored
0008977.wav,8,bored
0008978.wav,4,question
0008980.wav,7,neutral
0008981.wav,9,bored
0008988.wav,3,question
0008990.wav,6,question
0008993.wav,9,bored
0008995.wav,4,neutral
0008996.wav,0,neutral
0008997.wav,1,neutral
0009000.wav,6,bored
0009003.wav,2,excited
0009013.wav,5,neutral
0009015.wav,4,question
0009022.wav,8,neutral
0009023.wav,2,excited
0009027.wav,0,bored
0009032.wav,0,question
0009037.wav,6,neutral
0009039.wav,8,excited
0009042.wav,2,excited
0009044.wav,3,excited
0009045.wav,5,excited
0009046.wav,8,excited
0009052.wav,8,excited
0009056.wav,1,neutral
0009058.wav,8,question
0009062.wav,6,neutral
0009063.wav,5,excited
0009065.wav,5,neutral
0009069.wav,8,bored
0009070.wav,2,bored
0009071.wav,8,question
0009075.wav,0,excited
0009077.wav,3,excited
0009079.wav,6,question
0009084.wav,4,excited
0009086.wav,4,excited
0009087.wav,3,question
0009088.wav,5,question
0009090.wav,8,neutral
0009091.wav,7,bored
0009092.wav,0,bored
0009093.wav,0,excited
0009094.wav,4,question
0009096.wav,9,question
0009101.wav,5,bored
0009105.wav,6,question
0009109.wav,1,neutral
0009119.wav,9,neutral
0009120.wav,8,question
0009121.wav,8,excited
0009124.wav,7,excited
0009133.wav,0,question
0009141.wav,0,bored
0009143.wav,0,neutral
0009144.wav,9,neutral
0009151.wav,0,bored
0009152.wav,8,bored
0009153.wav,7,question
0009155.wav,2,bored
0009157.wav,4,bored
0009161.wav,0,bored
0009162.wav,4,neutral
0009164.wav,8,question
0009166.wav,4,excited
0009168.wav,1,bored
0009170.wav,9,excited
0009171.wav,2,excited
0009172.wav,1,excited
0009175.wav,1,neutral
0009184.wav,4,question
0009190.wav,6,excited
0009191.wav,4,question
0009193.wav,7,bored
0009194.wav,0,excited
0009197.wav,3,bored
0009198.wav,9,neutral
0009201.wav,0,question
0009203.wav,9,bored
0009205.wav,7,question
0009211.wav,4,question
0009215.wav,7,excited
0009216.wav,2,bored
0009224.wav,0,excited
0009225.wav,0,question
0009226.wav,2,excited
0009230.wav,5,excited
0009243.wav,7,neutral
0009245.wav,5,excited
0009246.wav,8,question
0009253.wav,0,excited
0009258.wav,7,question
0009263.wav,2,question
0009266.wav,0,bored
0009268.wav,5,neutral
0009275.wav,3,neutral
0009279.wav,4,excited
0009282.wav,2,question
0009286.wav,3,excited
0009289.wav,8,bored
0009292.wav,9,bored
0009297.wav,5,bored
0009301.wav,4,neutral
0009303.wav,1,question
0009310.wav,5,bored
0009311.wav,9,neutral
0009312.wav,1,excited
0009315.wav,7,question
0009318.wav,9,bored
0009321.wav,8,excited
0009323.wav,1,bored
0009329.wav,7,question
0009331.wav,4,neutral
0009332.wav,0,question
0009333.wav,8,excited
0009334.wav,1,question
0009335.wav,1,question
0009336.wav,3,question
0009337.wav,6,neutral
0009344.wav,6,neutral
0009346.wav,6,excited
0009353.wav,1,bored
0009354.wav,4,bored
0009356.wav,9,question
0009363.wav,3,question
0009366.wav,7,excited
0009367.wav,6,bored
0009369.wav,5,question
0009371.wav,5,neutral
0009374.wav,3,excited
0009381.wav,2,excited
0009384.wav,2,question
0009386.wav,3,excited
0009388.wav,6,bored
0009389.wav,4,neutral
0009392.wav,8,bored
0009393.wav,5,question
0009397.wav,0,neutral
0009404.wav,0,question
0009405.wav,6,bored
0009407.wav,5,excited
0009408.wav,6,question
0009411.wav,3,excited
0009412.wav,8,bored
0009414.wav,2,excited
0009417.wav,7,excited
0009420.wav,4,excited
0009423.wav,3,neutral
0009424.wav,1,question
0009432.wav,5,bored
0009437.wav,5,neutral
0009444.wav,5,excited
0009445.wav,5,excited
0009447.wav,6,neutral
0009448.wav,1,excited
0009451.wav,9,excited
0009452.wav,6,excited
0009453.wav,7,neutral
0009459.wav,0,neutral
0009463.wav,6,question
0009464.wav,3,neutral
0009468.wav,5,bored
0009469.wav,9,bored
0009479.wav,6,excited
0009481.wav,1,bored
0009482.wav,8,excited
0009486.wav,8,neutral
0009489.wav,7,bored
0009490.wav,6,bored
0009491.wav,1,question
0009492.wav,4,excited
0009499.wav,6,neutral
0009500.wav,1,excited
0009504.wav,7,question
0009519.wav,9,excited
0009522.wav,0,excited
0009523.wav,8,excited
0009524.wav,5,bored
0009528.wav,5,neutral
0009529.wav,3,excited
0009531.wav,8,bored
0009535.wav,2,question
0009537.wav,0,bored
0009539.wav,1,neutral
0009540.wav,3,question
0009541.wav,1,question
0009548.wav,2,neutral
0009550.wav,5,question
0009551.wav,0,neutral
0009553.wav,6,bored
0009554.wav,9,excited
0009565.wav,7,excited
0009572.wav,2,question
0009576.wav,0,bored
0009580.wav,3,bored
0009582.wav,6,bored
0009583.wav,8,neutral
0009586.wav,6,neutral
0009588.wav,7,neutral
0009589.wav,0,bored
0009595.wav,9,bored
0009598.wav,5,bored
0009599.wav,9,neutral
0009602.wav,9,question
0009603.wav,9,bored
0009605.wav,9,bored
0009606.wav,2,question
0009607.wav,3,excited
0009608.wav,4,neutral
0009611.wav,4,neutral
0009612.wav,8,neutral
0009613.wav,1,question
0009619.wav,6,bored
0009620.wav,3,excited
0009624.wav,5,neutral
0009627.wav,0,neutral
0009628.wav,1,excited
0009633.wav,2,excited
0009634.wav,6,question
0009638.wav,9,excited
0009644.wav,0,excited
0009645.wav,7,excited
0009652.wav,4,excited
0009657.wav,7,neutral
0009658.wav,8,question
0009666.wav,4,neutral
0009667.wav,9,neutral
0009668.wav,9,bored
0009669.wav,4,bored
0009670.wav,0,excited
0009672.wav,6,excited
0009680.wav,7,bored
0009681.wav,2,neutral
0009687.wav,4,neutral
0009689.wav,9,neutral
0009691.wav,1,excited
0009694.wav,6,excited
0009696.wav,9,neutral
0009700.wav,8,bored
0009701.wav,2,question
0009702.wav,8,bored
0009707.wav,3,excited
0009708.wav,1,question
0009709.wav,6,bored
0009715.wav,5,question
0009726.wav,3,question
0009728.wav,4,neutral
0009731.wav,6,question
0009739.wav,2,excited
0009740.wav,3,excited
0009741.wav,3,question
0009742.wav,8,neutral
0009743.wav,5,bored
0009750.wav,3,neutral
0009753.wav,3,question
0009755.wav,6,excited
0009756.wav,1,bored
0009757.wav,1,question
0009758.wav,0,excited
0009760.wav,5,question
0009762.wav,7,question
0009763.wav,1,question
0009767.wav,5,bored
0009769.wav,8,bored
0009770.wav,3,neutral
0009772.wav,2,neutral
0009776.wav,5,question
0009778.wav,3,excited
0009779.wav,6,excited
0009781.wav,5,question
0009782.wav,2,question
0009784.wav,6,question
0009789.wav,6,neutral
0009792.wav,9,neutral
0009801.wav,1,question
0009813.wav,7,neutral
0009814.wav,9,neutral
0009815.wav,9,bored
0009819.wav,7,question
0009823.wav,5,question
0009825.wav,8,question
0009826.wav,2,bored
0009828.wav,4,question
0009831.wav,7,bored
0009832.wav,2,bored
0009835.wav,8,excited
0009837.wav,4,question
0009838.wav,1,bored
0009839.wav,0,question
0009840.wav,6,question
0009841.wav,5,neutral
0009843.wav,6,question
0009845.wav,7,bored
0009847.wav,1,neutral
0009861.wav,1,excited
0009862.wav,6,neutral
0009864.wav,6,question
0009868.wav,1,excited
0009869.wav,9,neutral
0009870.wav,8,question
0009873.wav,4,excited
0009875.wav,7,excited
0009878.wav,0,excited
0009879.wav,2,question
0009880.wav,5,excited
0009884.wav,6,question
0009885.wav,7,neutral
0009888.wav,4,question
0009891.wav,2,question
0009892.wav,3,question
0009893.wav,0,excited
0009895.wav,1,question
0009899.wav,4,excited
0009900.wav,1,excited
0009903.wav,0,bored
0009904.wav,8,excited
0009906.wav,2,excited
0009907.wav,1,excited
0009913.wav,8,excited
0009915.wav,5,neutral
0009925.wav,4,bored
0009926.wav,1,excited
0009928.wav,5,excited
0009934.wav,1,excited
0009936.wav,0,neutral
0009939.wav,0,excited
0009940.wav,1,question
0009942.wav,5,question
0009946.wav,2,neutral
0009947.wav,8,excited
0009950.wav,4,question
0009952.wav,3,excited
0009954.wav,6,bored
0009956.wav,2,neutral
0009957.wav,5,question
0009961.wav,0,neutral
0009963.wav,6,question
0009965.wav,8,neutral
0009966.wav,8,neutral
0009970.wav,3,question
0009973.wav,5,neutral
0009975.wav,7,excited
0009984.wav,1,neutral
0009986.wav,9,question
0009987.wav,2,neutral
0009988.wav,9,neutral
0009989.wav,4,question
0009991.wav,8,neutral
0009992.wav,4,question
0009994.wav,7,neutral
0009999.wav,2,question
0010000.wav,3,excited
0010001.wav,7,bored
0010010.wav,2,neutral
0010012.wav,5,question
0010023.wav,2,question
0010027.wav,0,neutral
0010032.wav,0,neutral
0010033.wav,5,bored
0010035.wav,8,bored
0010038.wav,5,neutral
0010040.wav,7,excited
0010042.wav,0,bored
0010043.wav,6,neutral
0010045.wav,8,question
0010048.wav,2,bored
0010049.wav,2,neutral
0010050.wav,2,bored
0010052.wav,5,bored
0010055.wav,9,excited
0010057.wav,9,question
0010059.wav,8,neutral
0010060.wav,8,question
0010061.wav,1,excited
0010065.wav,5,neutral
0010067.wav,4,bored
0010077.wav,3,question
0010081.wav,1,bored
0010082.wav,0,neutral
0010087.wav,3,neutral
0010088.wav,6,bored
0010090.wav,2,bored
0010091.wav,7,excited
0010092.wav,8,excited
0010094.wav,9,neutral
0010098.wav,1,excited
0010104.wav,1,neutral
0010108.wav,4,excited
0010109.wav,7,bored
0010110.wav,7,bored
0010111.wav,7,excited
0010115.wav,4,excited
0010119.wav,4,excited
0010120.wav,0,neutral
0010124.wav,4,question
0010126.wav,1,bored
0010127.wav,6,bored
0010136.wav,0,excited
0010138.wav,0,neutral
0010139.wav,0,excited
0010145.wav,6,question
0010150.wav,9,question
0010151.wav,5,neutral
0010154.wav,0,question
0010155.wav,0,excited
0010157.wav,4,neutral
0010161.wav,3,bored
0010162.wav,1,bored
0010163.wav,5,question
0010164.wav,7,neutral
0010166.wav,5,bored
0010171.wav,3,question
0010172.wav,7,question
0010175.wav,5,excited
0010177.wav,0,neutral
0010178.wav,9,excited
0010182.wav,8,neutral
0010185.wav,6,neutral
0010188.wav,1,neutral
0010191.wav,5,bored
0010194.wav,7,bored
0010195.wav,1,question
0010198.wav,0,question
0010201.wav,2,excited
0010202.wav,6,bored
0010204.wav,5,neutral
0010206.wav,5,bored
0010207.wav,8,neutral
0010209.wav,6,bored
0010210.wav,0,bored
0010213.wav,2,bored
0010215.wav,4,question
0010220.wav,8,neutral
0010228.wav,4,bored
0010229.wav,1,excited
0010230.wav,5,question
0010233.wav,6,question
0010234.wav,7,bored
0010237.wav,8,bored
0010238.wav,7,neutral
0010244.wav,8,question
0010246.wav,5,neutral
0010250.wav,0,neutral
0010252.wav,5,excited
0010253.wav,5,question
0010255.wav,8,bored
0010260.wav,8,excited
0010262.wav,0,question
0010264.wav,2,question
0010266.wav,6,question
0010275.wav,1,neutral
0010278.wav,9,question
0010283.wav,4,bored
0010285.wav,8,excited
0010290.wav,2,question
0010294.wav,3,bored
0010295.wav,8,neutral
0010298.wav,0,neutral
0010306.wav,0,bored
0010307.wav,9,question
0010308.wav,7,question
0010310.wav,8,question
0010311.wav,1,bored
0010312.wav,0,question
0010317.wav,5,neutral
0010319.wav,3,question
0010326.wav,7,bored
0010327.wav,7,bored
0010330.wav,8,bored
0010333.wav,6,neutral
0010335.wav,6,neutral
0010337.wav,7,bored
0010339.wav,0,neutral
0010341.wav,1,neutral
0010345.wav,9,neutral
0010346.wav,9,question
0010348.wav,5,question
0010349.wav,9,neutral
0010356.wav,8,question
0010360.wav,2,excited
0010362.wav,4,question
0010365.wav,8,question
0010366.wav,8,excited
0010367.wav,0,neutral
0010370.wav,5,excited
0010371.wav,4,bored
0010372.wav,4,excited
0010373.wav,3,neutral
0010374.wav,9,neutral
0010379.wav,3,neutral
0010380.wav,9,question
0010382.wav,2,bored
0010388.wav,1,excited
0010390.wav,7,bored
0010393.wav,2,bored
0010394.wav,8,question
0010397.wav,6,bored
0010400.wav,1,excited
0010403.wav,9,question
0010404.wav,1,excited
0010408.wav,1,excited
0010414.wav,6,neutral
0010418.wav,8,excited
0010419.wav,8,neutral
0010420.wav,2,bored
0010422.wav,8,excited
0010425.wav,8,bored
0010428.wav,5,bored
0010430.wav,6,question
0010439.wav,5,excited
0010440.wav,8,excited
0010446.wav,3,question
0010449.wav,4,question
0010456.wav,0,excited
0010457.wav,9,question
0010462.wav,1,neutral
0010469.wav,6,question
0010470.wav,3,question
0010472.wav,9,question
0010477.wav,6,bored
0010484.wav,7,excited
0010488.wav,5,bored
0010490.wav,0,neutral
